DS_ID,DATASOURCE,UNIPROT_ID,GENE_SYMBOL,GENE_NAME,GENE_SYNONYMS,BIOMOLECULE_TYPE
,UniProtKB,A0A075B6K6,IGLV4-3,Immunoglobulin lambda variable 4-3,IGLV4-3,protein
,UniProtKB,A0A075B6L2,TRGV11,Probable non-functional T cell receptor gamma variable 11,TRGV11,protein
,UniProtKB,A0A075B6L6,TRBV7-3,Probable non-functional T cell receptor beta variable 7-3,TRBV7-3,protein
,UniProtKB,A0A075B6N1,TRBV19,T cell receptor beta variable 19,TRBV19,protein
,UniProtKB,A0A075B6N2,TRBV20-1,T cell receptor beta variable 20-1,TRBV20-1,protein
,UniProtKB,A0A075B6N3,TRBV24-1,T cell receptor beta variable 24-1,TRBV24-1,protein
,UniProtKB,A0A075B6N4,TRBV25-1,T cell receptor beta variable 25-1,TRBV25-1,protein
,UniProtKB,A0A075B6P5,IGKV2-28,Immunoglobulin kappa variable 2-28,IGKV2-28,protein
,UniProtKB,A0A075B6Q5,IGHV3-64,Immunoglobulin heavy variable 3-64,IGHV3-64,protein
,UniProtKB,A0A075B6R0,TRGV2,T cell receptor gamma variable 2,TRGV2|TCRGV2,protein
,UniProtKB,A0A075B6R2,IGHV4-4,Immunoglobulin heavy variable 4-4,IGHV4-4,protein
,UniProtKB,A0A075B6R9,IGKV2D-24,Probable non-functional immunoglobulin kappa variable 2D-24,IGKV2D-24,protein
,UniProtKB,A0A075B6S0,TRGJ1,T cell receptor gamma joining 1,TRGJ1|TCRGJ1,protein
,UniProtKB,A0A075B6S2,IGKV2D-29,Immunoglobulin kappa variable 2D-29,IGKV2D-29,protein
,UniProtKB,A0A075B6S4,IGKV1D-17,Immunoglobulin kappa variable 1D-17,IGKV1D-17,protein
,UniProtKB,A0A075B6S5,IGKV1-27,Immunoglobulin kappa variable 1-27,IGKV1-27,protein
,UniProtKB,A0A075B6S6,IGKV2D-30,Immunoglobulin kappa variable 2D-30,IGKV2D-30,protein
,UniProtKB,A0A075B6S9,IGKV1-37,Probable non-functional immunoglobulinn kappa variable 1-37,IGKV1-37,protein
,UniProtKB,A0A075B6T6,TRAV12-2,T cell receptor alpha variable 12-2,TRAV12-2,protein
,UniProtKB,A0A075B6T7,TRAV6,T cell receptor alpha variable 6,TRAV6|TCRAV5S1,protein
,UniProtKB,A0A075B6T8,TRAV9-1,T cell receptor alpha variable 9-1,TRAV9-1,protein
,UniProtKB,A0A075B6U4,TRAV7,T cell receptor alpha variable 7,TRAV7,protein
,UniProtKB,A0A075B6V5,TRAV36DV7,T cell receptor alpha variable 36/delta variable 7,TRAV36DV7,protein
,UniProtKB,A0A075B6W5,TRAV23DV6,T cell receptor alpha variable 23/delta variable 6,TRAV23DV6,protein
,UniProtKB,A0A075B6X5,TRAV18,T cell receptor alpha variable 18,TRAV18,protein
,UniProtKB,A0A075B6Y3,TRAJ3,T cell receptor alpha joining 3,TRAJ3,protein
,UniProtKB,A0A075B6Y9,TRAJ42,T cell receptor alpha joining 42,TRAJ42,protein
,UniProtKB,A0A075B700,TRAJ31,T cell receptor alpha joining 31,TRAJ31,protein
,UniProtKB,A0A075B706,TRDJ1,T cell receptor delta joining 1,TRDJ1,protein
,UniProtKB,A0A075B734,AQP7B,Aquaporin-7B,AQP7B,protein
,UniProtKB,A0A087WSX0,IGLV5-45,Immunoglobulin lambda variable 5-45,IGLV5-45,protein
,UniProtKB,A0A087WSY4,IGHV4-30-2,Immunoglobulin heavy variable 4-30-2,IGHV4-30-2,protein
,UniProtKB,A0A087WSY6,IGKV3D-15,Immunoglobulin kappa variable 3D-15,IGKV3D-15,protein
,UniProtKB,A0A087WSZ0,IGKV1D-8,Immunoglobulin kappa variable 1D-8,IGKV1D-8,protein
,UniProtKB,A0A087WSZ9,TRAV30,T cell receptor alpha variable 30,TRAV30,protein
,UniProtKB,A0A087WT01,TRAV27,T cell receptor alpha variable 27,TRAV27,protein
,UniProtKB,A0A087WT02,TRAV9-2,T cell receptor alpha variable 9-2,TRAV9-2,protein
,UniProtKB,A0A087WT03,TRAV26-1,T cell receptor alpha variable 26-1,TRAV26-1,protein
,UniProtKB,A0A087WTH1,TMEM265,Transmembrane protein 265,TMEM265,protein
,UniProtKB,A0A087WUL8,NBPF19,Neuroblastoma breakpoint family member 19,NBPF19,protein
,UniProtKB,A0A087WUV0,ZNF892,Zinc finger protein 892,ZNF892,protein
,UniProtKB,A0A087WV62,TRBV16,T cell receptor beta variable 16,TRBV16,protein
,UniProtKB,A0A087WVF3,TBC1D3D,TBC1 domain family member 3D,TBC1D3D,protein
,UniProtKB,A0A087WW87,IGKV2-40,Immunoglobulin kappa variable 2-40,IGKV2-40,protein
,UniProtKB,A0A087WXM9,MEIKIN,Meiosis-specific kinetochore protein,MEIKIN,protein
,UniProtKB,A0A087WXS9,TBC1D3I,TBC1 domain family member 3I,TBC1D3I,protein
,UniProtKB,A0A087WZK3,LOC344065,KRAB domain-containing protein,LOC344065,protein
,UniProtKB,A0A087X0K7,TRBV17,Probable non-functional T cell receptor beta variable 17,TRBV17,protein
,UniProtKB,A0A087X0M5,TRBV18,T cell receptor beta variable 18,TRBV18,protein
,UniProtKB,A0A087X179,TBC1D3E,TBC1 domain family member 3E,TBC1D3E,protein
,UniProtKB,A0A087X1C1,TMSB15B,Thymosin beta 15B,TMSB15B,protein
,UniProtKB,A0A087X1C5,CYP2D7,Putative cytochrome P450 2D7,CYP2D7,protein
,UniProtKB,A0A087X1G2,TBC1D3K,TBC1 domain family member 3K,TBC1D3K,protein
,UniProtKB,A0A096LNP1,DEFB131B,Beta-defensin 131B,DEFB131B,protein
,UniProtKB,A0A096LNW5,NOTCH2NLR,Notch homolog 2 N-terminal-like protein R,NOTCH2NLR,protein
,UniProtKB,A0A096LP01,SMIM26,Small integral membrane protein 26,SMIM26,protein
,UniProtKB,A0A096LP49,CCDC187,Coiled-coil domain-containing protein 187,CCDC187,protein
,UniProtKB,A0A096LPK9,OR4N4C,Olfactory receptor 4N4C,OR4N4C,protein
,UniProtKB,A0A0A0MRZ7,IGKV2D-26,Immunoglobulin kappa variable 2D-26,IGKV2D-26,protein
,UniProtKB,A0A0A0MRZ8,IGKV3D-11,Immunoglobulin kappa variable 3D-11,IGKV3D-11,protein
,UniProtKB,A0A0A0MRZ9,IGLV5-52,Immunoglobulin lambda variable 5-52,IGLV5-52,protein
,UniProtKB,A0A0A0MS00,IGLV3-32,Probable non-functional immunoglobulin lambda variable 3-32,IGLV3-32,protein
,UniProtKB,A0A0A0MS01,TRGV10,Probable non-functional T cell receptor gamma variable 10,TRGV10,protein
,UniProtKB,A0A0A0MS02,TRGV1,Probable non-functional T cell receptor gamma variable,TRGV1,protein
,UniProtKB,A0A0A0MS03,TRBV5-3,Probable non-functional T cell receptor beta variable 5-3,TRBV5-3,protein
,UniProtKB,A0A0A0MS04,TRBV6-7,Probable non-functional T cell receptor beta variable 6-7,TRBV6-7,protein
,UniProtKB,A0A0A0MS05,TRBV5-7,Probable non-functional T cell receptor beta variable 5-7,TRBV5-7,protein
,UniProtKB,A0A0A0MS06,TRBV23-1,Probable non-functional T cell receptor beta variable 23-1,TRBV23-1,protein
,UniProtKB,A0A0A0MS14,IGHV1-45,Immunoglobulin heavy variable 1-45,IGHV1-45,protein
,UniProtKB,A0A0A0MS15,IGHV3-49,Immunoglobulin heavy variable 3-49,IGHV3-49,protein
,UniProtKB,A0A0A0MT36,IGKV6D-21,Immunoglobulin kappa variable 6D-21,IGKV6D-21,protein
,UniProtKB,A0A0A0MT70,TRBJ2-6,T cell receptor beta joining 2-6,TRBJ2-6,protein
,UniProtKB,A0A0A0MT76,IGLJ1,Immunoglobulin lambda joining 1,IGLJ1,protein
,UniProtKB,A0A0A0MT78,TRBJ2-7,T cell receptor beta joining 2-7,TRBJ2-7,protein
,UniProtKB,A0A0A0MT87,TRBJ2-4,T cell receptor beta joining 2-4,TRBJ2-4,protein
,UniProtKB,A0A0A0MT89,IGKJ1,Immunoglobulin kappa joining 1,IGKJ1,protein
,UniProtKB,A0A0A0MT94,TRBJ2-2,T cell receptor beta joining 2-2,TRBJ2-2,protein
,UniProtKB,A0A0A0MTA4,TRBJ2-5,T cell receptor beta joining 2-5,TRBJ2-5,protein
,UniProtKB,A0A0A0MTA7,TRBJ2-1,T cell receptor beta joining 2-1,TRBJ2-1,protein
,UniProtKB,A0A0A6YYC5,TRAV14DV4,T cell receptor alpha variable 14/delta variable 4,TRAV14DV4,protein
,UniProtKB,A0A0A6YYD4,TRBV13,T cell receptor beta variable 13,TRBV13,protein
,UniProtKB,A0A0A6YYG2,TRBV6-6,T cell receptor beta variable 6-6,TRBV6-6,protein
,UniProtKB,A0A0A6YYG3,TRBV6-8,T cell receptor beta variable 6-8,TRBV6-8,protein
,UniProtKB,A0A0A6YYJ7,TRAV8-3,T cell receptor alpha variable 8-3,TRAV8-3,protein
,UniProtKB,A0A0A6YYK1,TRAV8-1,T cell receptor alpha variable 8-1,TRAV8-1,protein
,UniProtKB,A0A0A6YYK4,TRBV7-1,Probable non-functional T cell receptor beta variable 7-1,TRBV7-1,protein
,UniProtKB,A0A0A6YYK6,TRAV16,T cell receptor alpha variable 16,TRAV16,protein
,UniProtKB,A0A0A6YYK7,TRAV19,T cell receptor alpha variable 19,TRAV19,protein
,UniProtKB,A0A0B4J1T7,LY6G6E,Activin types I and II receptor domain-containing protein,LY6G6E,protein
,UniProtKB,A0A0B4J1U3,IGLV1-36,Immunoglobulin lambda variable 1-36,IGLV1-36,protein
,UniProtKB,A0A0B4J1U4,TRGV5,T cell receptor gamma variable 5,TRGV5|TCRGV5,protein
,UniProtKB,A0A0B4J1U6,TRBV9,T cell receptor beta variable 9,TRBV9,protein
,UniProtKB,A0A0B4J1U7,IGHV6-1,Immunoglobulin heavy variable 6-1,IGHV6-1,protein
,UniProtKB,A0A0B4J1V0,IGHV3-15,Immunoglobulin heavy variable 3-15,IGHV3-15,protein
,UniProtKB,A0A0B4J1V1,IGHV3-21,Immunoglobulin heavy variable 3-21,IGHV3-21,protein
,UniProtKB,A0A0B4J1V2,IGHV2-26,Immunoglobulin heavy variable 2-26,IGHV2-26,protein
,UniProtKB,A0A0B4J1V6,IGHV3-73,Immunoglobulin heavy variable 3-73,IGHV3-73,protein
,UniProtKB,A0A0B4J1V7,IGHV7-81,Probable non-functional immunoglobulin heavy variable 7-81,IGHV7-81,protein
,UniProtKB,A0A0B4J1X5,IGHV3-74,Immunoglobulin heavy variable 3-74,IGHV3-74,protein
,UniProtKB,A0A0B4J1X8,IGHV3-43,Immunoglobulin heavy variable 3-43,IGHV3-43,protein
,UniProtKB,A0A0B4J1Y8,IGLV9-49,Immunoglobulin lambda variable 9-49,IGLV9-49,protein
,UniProtKB,A0A0B4J1Y9,IGHV3-72,Immunoglobulin heavy variable 3-72,IGHV3-72,protein
,UniProtKB,A0A0B4J1Z2,IGKV1D-43,Immunoglobulin kappa variable 1D-43,IGKV1D-43,protein
,UniProtKB,A0A0B4J200,TRBJ2-3,T cell receptor beta joining 2-3,TRBJ2-3|hCG_2039521,protein
,UniProtKB,A0A0B4J234,TRAV2,T cell receptor alpha variable 2,TRAV2,protein
,UniProtKB,A0A0B4J235,TRAV13-2,T cell receptor alpha variable 13-2,TRAV13-2,protein
,UniProtKB,A0A0B4J237,TRAV8-2,T cell receptor alpha variable 8-2,TRAV8-2,protein
,UniProtKB,A0A0B4J238,TRAV1-2,T cell receptor alpha variable 1-2,TRAV1-2,protein
,UniProtKB,A0A0B4J240,TRAV10,T cell receptor alpha variable 10,TRAV10,protein
,UniProtKB,A0A0B4J241,TRAV13-1,T cell receptor alpha variable 13-1,TRAV13-1,protein
,UniProtKB,A0A0B4J244,TRAV3,T cell receptor alpha variable 3,TRAV3,protein
,UniProtKB,A0A0B4J245,TRAV12-1,T cell receptor alpha variable 12-1,TRAV12-1,protein
,UniProtKB,A0A0B4J248,TRAV1-1,T cell receptor alpha variable 1-1,TRAV1-1,protein
,UniProtKB,A0A0B4J249,TRAV5,T cell receptor alpha variable 5,TRAV5,protein
,UniProtKB,A0A0B4J262,TRAV8-6,T cell receptor alpha variable 8-6,TRAV8-6,protein
,UniProtKB,A0A0B4J263,TRAV39,T cell receptor alpha variable 39,TRAV39,protein
,UniProtKB,A0A0B4J264,TRAV38-1,T cell receptor alpha variable 38-1,TRAV38-1,protein
,UniProtKB,A0A0B4J265,TRAV26-2,T cell receptor alpha variable 26-2,TRAV26-2,protein
,UniProtKB,A0A0B4J266,TRAV41,T cell receptor alpha variable 41,TRAV41,protein
,UniProtKB,A0A0B4J268,TRAV4,T cell receptor alpha variable 4,TRAV4,protein
,UniProtKB,A0A0B4J271,TRAV12-3,T cell receptor alpha variable 12-3,TRAV12-3,protein
,UniProtKB,A0A0B4J272,TRAV24,T cell receptor alpha variable 24,TRAV24,protein
,UniProtKB,A0A0B4J273,TRAV34,T cell receptor alpha variable 34,TRAV34,protein
,UniProtKB,A0A0B4J274,TRAV20,T cell receptor alpha variable 20,TRAV20,protein
,UniProtKB,A0A0B4J275,TRAV17,T cell receptor alpha variable 17,TRAV17,protein
,UniProtKB,A0A0B4J276,TRAV25,T cell receptor alpha variable 25,TRAV25,protein
,UniProtKB,A0A0B4J277,TRAV22,T cell receptor alpha variable 22,TRAV22,protein
,UniProtKB,A0A0B4J279,TRAV21,T cell receptor alpha variable 21,TRAV21,protein
,UniProtKB,A0A0B4J280,TRAV40,T cell receptor alpha variable 40,TRAV40,protein
,UniProtKB,A0A0B4J2D5,GATD3B,"Putative glutamine amidotransferase-like class 1 domain-containing protein 3B, mitochondrial",GATD3B|HES1|KNPI,protein
,UniProtKB,A0A0B4J2D9,IGKV1D-13,Immunoglobulin kappa variable 1D-13,IGKV1D-13,protein
,UniProtKB,A0A0B4J2E0,TRBV12-4,T cell receptor beta variable 12-4,TRBV12-4,protein
,UniProtKB,A0A0B4J2F0,PIGBOS1,Protein PIGBOS1,PIGBOS1,protein
,UniProtKB,A0A0B4J2F2,SIK1B,Putative serine/threonine-protein kinase SIK1B,SIK1B,protein
,UniProtKB,A0A0B4J2H0,IGHV1-69D,Immunoglobulin heavy variable 1-69D,IGHV1-69D,protein
,UniProtKB,A0A0C4DH24,IGKV6-21,Immunoglobulin kappa variable 6-21,IGKV6-21,protein
,UniProtKB,A0A0C4DH25,IGKV3D-20,Immunoglobulin kappa variable 3D-20,IGKV3D-20,protein
,UniProtKB,A0A0C4DH26,IGKV6D-41,Probable non-functional immunoglobulin kappa variable 6D-41,IGKV6D-41,protein
,UniProtKB,A0A0C4DH27,TRGV8,T cell receptor gamma variable 8,TRGV8|TCRGV8,protein
,UniProtKB,A0A0C4DH28,TRGV4,T cell receptor gamma variable 4,TRGV4|TCRGV4,protein
,UniProtKB,A0A0C4DH29,IGHV1-3,Immunoglobulin heavy variable 1-3,IGHV1-3,protein
,UniProtKB,B6SEH9,ERVV-2,Endogenous retrovirus group V member 2 Env polyprotein,ERVV-2|ENVV2,protein
,UniProtKB,B7U540,KCNJ18,Inward rectifier potassium channel 18,KCNJ18,protein
,UniProtKB,B7Z6K7,ZNF814,Zinc finger protein 814,ZNF814,protein
,UniProtKB,B7Z8K6,TRDC,T cell receptor delta constant,TRDC,protein
,UniProtKB,B7ZAQ6,GPR89A,Golgi pH regulator A,GPR89A|GPHRA|GPR89|SH120|CGI-13|UNQ192/PRO218,protein
,UniProtKB,B7ZBB8,PPP1R3G,Protein phosphatase 1 regulatory subunit 3G,PPP1R3G,protein
,UniProtKB,B7ZC32,KIF28P,Kinesin-like protein KIF28P,KIF28P|KLP6,protein
,UniProtKB,B9A064,IGLL5,Immunoglobulin lambda-like polypeptide 5,IGLL5,protein
,UniProtKB,B9A6J9,TBC1D3L,TBC1 domain family member 3L,TBC1D3L,protein
,UniProtKB,B9EJG8,TMEM150C,Transmembrane protein 150C,TMEM150C,protein
,UniProtKB,C0HLV8,C0HLV8,PTEN upstream open reading frame MP31,,protein
,UniProtKB,C0HLZ6,HOXB-AS3,HOXB-AS3 peptide,HOXB-AS3,protein
,UniProtKB,C0HM01,SEPTIN14P20,Putative RNA-binding regulatory peptide,SEPTIN14P20|C20orf69|LINC00266-1,protein
,UniProtKB,C4AMC7,WASH3P,Putative WAS protein family homolog 3,WASH3P|FAM39DP,protein
,UniProtKB,C9J069,AJM1,Apical junction component 1 homolog,AJM1|C9orf172,protein
,UniProtKB,C9J1S8,TRIM49D1,Tripartite motif-containing protein 49D,TRIM49D1|TRIM49D2|TRIM49D2P|TRIM49L|TRIM49L1,protein
,UniProtKB,C9J2P7,USP17L15,Ubiquitin carboxyl-terminal hydrolase 17-like protein 15,USP17L15,protein
,UniProtKB,C9J3V5,TEX22,Testis-expressed protein 22,TEX22,protein
,UniProtKB,C9J798,RASA4B,Ras GTPase-activating protein 4B,RASA4B,protein
,UniProtKB,C9J7I0,UMAD1,UBAP1-MVB12-associated (UMA)-domain containing protein 1,UMAD1|RPA3-AS1|RPA3OS,protein
,UniProtKB,C9JA33,PALM2AKAP2,PALM2 and AKAP2 fusion,PALM2AKAP2,protein
,UniProtKB,C9JBD0,KRBOX1,KRAB domain-containing protein 1,KRBOX1,protein
,UniProtKB,C9JCN9,HSBP1L1,Heat shock factor-binding protein 1-like protein 1,HSBP1L1,protein
,UniProtKB,C9JDP6,CLDN25,Putative claudin-25,CLDN25,protein
,UniProtKB,C9JE40,PATL2,Protein PAT1 homolog 2,PATL2,protein
,UniProtKB,C9JG80,NPIPB4,Nuclear pore complex-interacting protein family member B4,NPIPB4,protein
,UniProtKB,C9JH25,PRRT4,Proline-rich transmembrane protein 4,PRRT4,protein
,UniProtKB,C9JI98,TMEM238,Transmembrane protein 238,TMEM238,protein
,UniProtKB,C9JJH3,USP17L10,Ubiquitin carboxyl-terminal hydrolase 17-like protein 10,USP17L10,protein
,UniProtKB,C9JL84,HHLA1,HERV-H LTR-associating protein 1,HHLA1,protein
,UniProtKB,C9JLJ4,USP17L13,Ubiquitin carboxyl-terminal hydrolase 17-like protein 13,USP17L13,protein
,UniProtKB,C9JLR9,ZFTA,Zinc finger translocation-associated protein,ZFTA|C11orf95,protein
,UniProtKB,C9JLW8,MCRIP1,Mapk-regulated corepressor-interacting protein 1,MCRIP1|FAM195B|GRAN2,protein
,UniProtKB,C9JN71,ZNF878,Zinc finger protein 878,ZNF878,protein
,UniProtKB,C9JPN9,USP17L12,Ubiquitin carboxyl-terminal hydrolase 17-like protein 12,USP17L12,protein
,UniProtKB,C9JQI7,TMEM232,Transmembrane protein 232,TMEM232,protein
,UniProtKB,C9JR72,KBTBD13,Kelch repeat and BTB domain-containing protein 13,KBTBD13,protein
,UniProtKB,C9JRZ8,AKR1B15,Aldo-keto reductase family 1 member B15,AKR1B15,protein
,UniProtKB,C9JSJ3,MEIOSIN,Meiosis initiator protein,MEIOSIN|BHMG1,protein
,UniProtKB,C9JUS6,ADM5,Putative adrenomedullin-5-like protein,ADM5|C19orf76,protein
,UniProtKB,C9JVI0,USP17L11,Ubiquitin carboxyl-terminal hydrolase 17-like protein 11,USP17L11,protein
,UniProtKB,C9JVW0,INAFM1,Putative transmembrane protein INAFM1,INAFM1|PRR24,protein
,UniProtKB,C9JXX5,FREY1,Protein Frey 1,FREY1|C11orf94|FREY,protein
,UniProtKB,D0EPY3,SMIM47,Small integral membrane protein 47,SMIM47,protein
,UniProtKB,D3DTV9,PRAC2,Putative protein PRAC2,PRAC2|C17orf93|HOXB-AS5|HOXB13-AS1|NCRNA00253,protein
,UniProtKB,D3W0D1,KLRF2,Killer cell lectin-like receptor subfamily F member 2,KLRF2,protein
,UniProtKB,D6R901,USP17L21,Ubiquitin carboxyl-terminal hydrolase 17-like protein 21,USP17L21,protein
,UniProtKB,D6R9N7,USP17L18,Ubiquitin carboxyl-terminal hydrolase 17-like protein 18,USP17L18,protein
,UniProtKB,D6RA61,USP17L22,Ubiquitin carboxyl-terminal hydrolase 17-like protein 22,USP17L22,protein
,UniProtKB,D6RBM5,USP17L23,Putative ubiquitin carboxyl-terminal hydrolase 17-like protein 23,USP17L23,protein
,UniProtKB,D6RBQ6,USP17L17,Ubiquitin carboxyl-terminal hydrolase 17-like protein 17,USP17L17,protein
,UniProtKB,D6RCP7,USP17L19,Ubiquitin carboxyl-terminal hydrolase 17-like protein 19,USP17L19,protein
,UniProtKB,D6REC4,CFAP99,Cilia- and flagella-associated protein 99,CFAP99,protein
,UniProtKB,D6RGH6,MCIDAS,Multicilin,MCIDAS|IDAS|MCI|MCIN,protein
,UniProtKB,D6RJB6,USP17L20,Ubiquitin carboxyl-terminal hydrolase 17-like protein 20,USP17L20,protein
,UniProtKB,E0CX11,STMP1,Short transmembrane mitochondrial protein 1,STMP1|C7orf73,protein
,UniProtKB,E2RYF6,MUC22,Mucin-22,MUC22|G4|PBMUCL1,protein
,UniProtKB,E2RYF7,HCG22,Protein PBMUCL2,HCG22|G2|PBMUCL2,protein
,UniProtKB,E5RG02,PRSS46P,Putative serine protease 46,PRSS46P|PRSS46,protein
,UniProtKB,E5RHQ5,NPIPB11,Nuclear pore complex-interacting protein family member B11,NPIPB11,protein
,UniProtKB,E5RIL1,UPK3BL2,Uroplakin-3b-like protein 2,UPK3BL2,protein
,UniProtKB,E5RQL4,FTCDNL1,Formiminotransferase N-terminal subdomain-containing protein,FTCDNL1|FONG,protein
,UniProtKB,E7ERA6,RNF223,RING finger protein 223,RNF223,protein
,UniProtKB,E7ETH6,ZNF587B,Zinc finger protein 587B,ZNF587B,protein
,UniProtKB,E7EW31,PROB1,Proline-rich basic protein 1,PROB1|C5orf65,protein
,UniProtKB,E9PAV3,NACA,"Nascent polypeptide-associated complex subunit alpha, muscle-specific form",NACA,protein
,UniProtKB,E9PI22,PRR23D1,Proline-rich protein 23D1,PRR23D1,protein
,UniProtKB,E9PJI5,NPIPA7,Nuclear pore complex-interacting protein family member A7,NPIPA7,protein
,UniProtKB,E9PQ42,LOC84773-CYHR1,TRAF-type domain-containing protein,LOC84773-CYHR1,protein
,UniProtKB,E9PQ53,NDUFC2-KCTD14,"NADH dehydrogenase [ubiquinone] 1 subunit C2, isoform 2",NDUFC2-KCTD14,protein
,UniProtKB,E9PQX1,TMEM262,Cation channel sperm-associated auxiliary subunit TMEM262,TMEM262|CATSPERH,protein
,UniProtKB,F2Z333,FNDC10,Fibronectin type III domain-containing protein 10,FNDC10|C1orf233,protein
,UniProtKB,F5H094,SLCO1B3-SLCO1B7,SLCO1B3-SLCO1B7 readthrough transcript protein,SLCO1B3-SLCO1B7,protein
,UniProtKB,F5H4A9,C3orf80,Uncharacterized membrane protein C3orf80,C3orf80,protein
,UniProtKB,F8VTS6,RFPL4AL1,Ret finger protein-like 4A-like protein 1,RFPL4AL1,protein
,UniProtKB,F8W0I5,NPIPB12,Nuclear pore complex-interacting protein family member B12,NPIPB12,protein
,UniProtKB,F8WCM5,INS-IGF2,"Insulin, isoform 2",INS-IGF2,protein
,UniProtKB,G2XKQ0,SUMO1P1,Small ubiquitin-related modifier 5,SUMO1P1|SUMO5|UBL2|UBL6,protein
,UniProtKB,G3V0H7,SLCO1B7,Putative solute carrier organic anion transporter family member 1B7,SLCO1B7|LST3|LST3TM12,protein
,UniProtKB,G5E9R7,KRTAP4-16,Putative keratin-associated protein 4-16,KRTAP4-16|KRTAP4-16P|KRTAP4P1,protein
,UniProtKB,G9CGD6,CNK3/IPCEF1,CNK3/IPCEF1 fusion protein,CNK3/IPCEF1,protein
,UniProtKB,H0Y354,FAM72C,Protein FAM72C,FAM72C,protein
,UniProtKB,H0YL14,TMEM250,Transmembrane protein 250,TMEM250|C9orf69,protein
,UniProtKB,H3BNL1,C3orf84,Uncharacterized protein C3orf84,C3orf84,protein
,UniProtKB,H3BQJ8,LY6L,Lymphocyte antigen 6L,LY6L,protein
,UniProtKB,H3BR10,SMLR1,Small leucine-rich protein 1,SMLR1,protein
,UniProtKB,H3BRN8,PIERCE2,Piercer of microtubule wall 2 protein,PIERCE2|C15orf65,protein
,UniProtKB,H3BU77,CCDC179,Coiled-coil domain-containing protein 179,CCDC179,protein
,UniProtKB,H3BV60,TGFBR3L,Transforming growth factor-beta receptor type 3-like protein,TGFBR3L,protein
,UniProtKB,H7C241,CLDN34,Claudin-34,CLDN34,protein
,UniProtKB,H7C350,CCDC188,Coiled-coil domain-containing protein 188,CCDC188,protein
,UniProtKB,I0J062,PANO1,Proapoptotic nucleolar protein 1,PANO1|PANO,protein
,UniProtKB,I1YAP6,TRIM77,Tripartite motif-containing protein 77,TRIM77|TRIM77P,protein
,UniProtKB,I3L273,GFY,Golgi-associated olfactory signaling regulator,GFY,protein
,UniProtKB,I3L3R5,CCER2,Coiled-coil domain-containing glutamate-rich protein 2,CCER2,protein
,UniProtKB,K7EJ46,SMIM22,Small integral membrane protein 22,SMIM22|CASIMO1,protein
,UniProtKB,K9M1U5,IFNL4,Interferon lambda-4,IFNL4,protein
,UniProtKB,L0R819,ASDURF,ASNSD1 upstream open reading frame protein,ASDURF,protein
,UniProtKB,M0QZC1,RNF225,RING finger protein 225,RNF225,protein
,UniProtKB,M0R2J8,DCDC1,Doublecortin domain-containing protein 1,DCDC1|DCDC5|KIAA1493,protein
,UniProtKB,M5A8F1,ERVH48-1,Suppressyn,ERVH48-1|C21orf105|HERV-Fb1|NDUFV3-AS1,protein
,UniProtKB,O00110,OVOL3,Putative transcription factor ovo-like protein 3,OVOL3,protein
,UniProtKB,O00115,DNASE2,Deoxyribonuclease-2-alpha,DNASE2|DNASE2A|DNL2,protein
,UniProtKB,O00116,AGPS,"Alkyldihydroxyacetonephosphate synthase, peroxisomal",AGPS|AAG5,protein
,UniProtKB,O00124,UBXN8,UBX domain-containing protein 8,UBXN8|D8S2298E|REP8|UBXD6,protein
,UniProtKB,O00139,KIF2A,Kinesin-like protein KIF2A,KIF2A|KIF2|KNS2,protein
,UniProtKB,O00141,SGK1,Serine/threonine-protein kinase Sgk1,SGK1|SGK,protein
,UniProtKB,O00142,TK2,"Thymidine kinase 2, mitochondrial",TK2,protein
,UniProtKB,O00144,FZD9,Frizzled-9,FZD9|FZD3,protein
,UniProtKB,O00148,DDX39A,ATP-dependent RNA helicase DDX39A,DDX39A|DDX39,protein
,UniProtKB,O00151,PDLIM1,PDZ and LIM domain protein 1,PDLIM1|CLIM1|CLP36,protein
,UniProtKB,O00154,ACOT7,Cytosolic acyl coenzyme A thioester hydrolase,ACOT7|BACH,protein
,UniProtKB,O00155,GPR25,Probable G-protein coupled receptor 25,GPR25,protein
,UniProtKB,O00159,MYO1C,Unconventional myosin-Ic,MYO1C,protein
,UniProtKB,O00160,MYO1F,Unconventional myosin-If,MYO1F,protein
,UniProtKB,O00161,SNAP23,Synaptosomal-associated protein 23,SNAP23,protein
,UniProtKB,O00165,HAX1,HCLS1-associated protein X-1,HAX1|HS1BP1,protein
,UniProtKB,O00167,EYA2,Eyes absent homolog 2,EYA2|EAB1,protein
,UniProtKB,O00168,FXYD1,Phospholemman,FXYD1|PLM,protein
,UniProtKB,O00170,AIP,AH receptor-interacting protein,AIP|XAP2,protein
,UniProtKB,O00175,CCL24,C-C motif chemokine 24,CCL24|MPIF2|SCYA24,protein
,UniProtKB,O00178,GTPBP1,GTP-binding protein 1,GTPBP1,protein
,UniProtKB,O00180,KCNK1,Potassium channel subfamily K member 1,KCNK1|HOHO1|KCNO1|TWIK1,protein
,UniProtKB,O00182,LGALS9,Galectin-9,LGALS9,protein
,UniProtKB,O00186,STXBP3,Syntaxin-binding protein 3,STXBP3,protein
,UniProtKB,O00187,MASP2,Mannan-binding lectin serine protease 2,MASP2,protein
,UniProtKB,O00189,AP4M1,AP-4 complex subunit mu-1,AP4M1|MUARP2,protein
